collection,category,why,gb,bytes,tiles,sdom,base_type,mdd_coll_id,set_type_id,error,review_statement
test_evspsbl_1,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",830,401,,drop collection test_evspsbl_1
test_evspsbl_10,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",839,410,,drop collection test_evspsbl_10
test_evspsbl_11,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",840,411,,drop collection test_evspsbl_11
test_evspsbl_12,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",841,412,,drop collection test_evspsbl_12
test_evspsbl_2,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",831,402,,drop collection test_evspsbl_2
test_evspsbl_3,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",832,403,,drop collection test_evspsbl_3
test_evspsbl_4,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",833,404,,drop collection test_evspsbl_4
test_evspsbl_5,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",834,405,,drop collection test_evspsbl_5
test_evspsbl_6,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",835,406,,drop collection test_evspsbl_6
test_evspsbl_7,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",836,407,,drop collection test_evspsbl_7
test_evspsbl_8,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",837,408,,drop collection test_evspsbl_8
test_evspsbl_9,test/scratch,named as a test or scratch run,6.283,6283146240,1616,"[0:13,0:4,0:1811,0:42,0:287]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",838,409,,drop collection test_evspsbl_9
test_nan,test/scratch,named as a test or scratch run,0.0,19200,6,"[0:1,0:1,0:11,0:4,0:4]","marray <struct { double temperature, double precipitation },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",312,199,,drop collection test_nan
test_nan_nilValue,test/scratch,named as a test or scratch run,0.0,19200,6,"[0:1,0:1,0:11,0:4,0:4]","marray <struct { double temperature, double precipitation },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",313,200,,drop collection test_nan_nilValue
big_tile_ardac_chukchi_daily_slie,unreferenced,no coverage points at it; origin unclear,599.728,599728389120,38342,"[0:7667,0:6271,0:6234]","marray <short,[D0(*:*),D1(*:*),D2(*:*)]>",486,136,,drop collection big_tile_ardac_chukchi_daily_slie
big_tile_era5_4km_daily_t2_mean,unreferenced,no coverage points at it; origin unclear,19.011,19011233280,1172,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",484,350,,drop collection big_tile_era5_4km_daily_t2_mean
bigger_tile_era5_4km_daily_t2_mean,unreferenced,no coverage points at it; origin unclear,19.011,19011233280,289,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",485,351,,drop collection bigger_tile_era5_4km_daily_t2_mean
cmip6_daily_pr_full,unreferenced,no coverage points at it; origin unclear,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",539,366,,drop collection cmip6_daily_pr_full
cmip6_downscaled_pr_wms_v2,unreferenced,no coverage points at it; origin unclear,0.003,3260480,6,"[0:1,0:1,0:1,0:442,0:459]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1463,59,,drop collection cmip6_downscaled_pr_wms_v2
cmip6_downscaled_tasmax_wms_v2,unreferenced,no coverage points at it; origin unclear,0.003,3260480,6,"[0:1,0:1,0:1,0:442,0:459]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1464,59,,drop collection cmip6_downscaled_tasmax_wms_v2
cmip6_downscaled_tasmin_wms_v2,unreferenced,no coverage points at it; origin unclear,0.003,3260480,6,"[0:1,0:1,0:1,0:442,0:459]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1465,59,,drop collection cmip6_downscaled_tasmin_wms_v2
cmip6_isi_new_description,unreferenced,no coverage points at it; origin unclear,0.442,442209600,114,"[0:4,0:25679,0:40,0:20]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",982,415,,drop collection cmip6_isi_new_description
cmip6_isi_no_description,unreferenced,no coverage points at it; origin unclear,0.442,442209600,114,"[0:4,0:25679,0:40,0:20]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",842,413,,drop collection cmip6_isi_no_description
conus_hydro_hrus,unreferenced,no coverage points at it; origin unclear,0.0,184,1,"[0:0,0:0,0:0,0:0,0:0]","marray <struct { double dh3, double dh15, double dl3, double dl16, double fh1, double fl1, double fl3, double ma12, double ma13, double ma14, double ma15, double ma16, double ma17, double ma18, double ma19, double ma20, double ma21, double ma22, double ma23, double ra1, double ra3, double th1, double tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",93,122,,drop collection conus_hydro_hrus
conus_hydro_segments_all_stats,unreferenced,no coverage points at it; origin unclear,6.576,6576461008,56460,"[0:1,0:13,0:4,0:3,0:56459]","marray <struct { float dh1, float dh2, float dh3, float dh4, float dh5, float dh15, float dl1, float dl2, float dl3, float dl4, float dl5, float dl16, float lf1, float spr_dur3, float spr_dur7, float sum_dur3, float sum_dur7, float fh1, float fh5, float fh6, float fh7, float fl1, float fl3, float spr_freq, float sum_freq, float ma3, float ma4, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float mh14, float mh20, float ml17, float spr_mag, float sum_cv, float sum_mag, float ra1, float ra3, float ra9, float spr_ord, float sum_ord, float th1, float tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1160,464,,drop collection conus_hydro_segments_all_stats
conus_hydro_segments_doy_mmm,unreferenced,no coverage points at it; origin unclear,0.0,12,1,"[0:0,0:0,0:0,0:0,0:0,0:0]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",1147,452,,drop collection conus_hydro_segments_doy_mmm
conus_hydro_segmentsi_all_stats,unreferenced,no coverage points at it; origin unclear,6.576,6576461008,56460,"[0:1,0:13,0:4,0:3,0:56459]","marray <struct { float dh1, float dh2, float dh3, float dh4, float dh5, float dh15, float dl1, float dl2, float dl3, float dl4, float dl5, float dl16, float lf1, float spr_dur3, float spr_dur7, float sum_dur3, float sum_dur7, float fh1, float fh5, float fh6, float fh7, float fl1, float fl3, float spr_freq, float sum_freq, float ma3, float ma4, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float mh14, float mh20, float ml17, float spr_mag, float sum_cv, float sum_mag, float ra1, float ra3, float ra9, float spr_ord, float sum_ord, float th1, float tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1159,463,,drop collection conus_hydro_segmentsi_all_stats
cp_gipl_wms,unreferenced,no coverage points at it; origin unclear,115.109,115109064000,14409,"[0:99,0:2,0:1,0:1940,0:2470]","marray <struct { float magt05m_degC, float magt1m_degC, float magt2m_degC, float magt3m_degC, float magt4m_degC, float magt5m_degC, float magtsurface_degC, float permafrostbase_m, float permafrosttop_m, float talikthickness_m },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1277,568,,drop collection cp_gipl_wms
crrel_gipl_outputs,unreferenced,no coverage points at it; origin unclear,115.109,115109064000,930646,"[0:2,0:99,0:1,0:9,0:2470,0:1940]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",369,63,,drop collection crrel_gipl_outputs
wms_optimized_tiled_ardac_chukchi_daily_slie,unreferenced,no coverage points at it; origin unclear,0.0,2,1,"[0:0,0:0,0:0]","marray <short,[D0(*:*),D1(*:*),D2(*:*)]>",495,136,,drop collection wms_optimized_tiled_ardac_chukchi_daily_slie
